EnsemblID	Chr	Start	End	Band	Symbol	isHK	isTF	isExtreme	LFC	P.val
ENSG00000131023	6	149658153	149718256	q25.1	LATS1	0	0	0	-0.179261861169454	7.05092700504142e-07
ENSG00000131043	20	36236459	36270918	q11.23	AAR2	1	0	0	0.162003970610209	1.85143637535461e-08
ENSG00000131069	20	34872146	34927962	q11.22	ACSS2	1	0	0	-1.32908548755851	1.35440692995199e-126
ENSG00000131100	22	17592136	17628818	q11.21	ATP6V1E1	1	0	0	0.107586634508365	0.000950660770760878
ENSG00000131115	19	44207547	44237268	q13.31	ZNF227	0	1	0	-0.19917822624291	3.24862106339824e-06
ENSG00000131143	16	85798633	85807044	q24.1	COX4I1	1	0	0	-0.538804835959276	2.74233184981718e-63
ENSG00000131148	16	85771758	85799608	q24.1	EMC8	1	0	0	-0.0738749629560201	0.00484823796917062
ENSG00000131149	16	85169525	85676204	q24.1	GSE1	0	0	0	0.403102230460745	1.32138228199914e-21
ENSG00000131165	16	89644431	89657845	q24.3	CHMP1A	1	0	1	-0.110036782899725	0.000451527730008081
ENSG00000131174	X	77899438	77907373	q21.1	COX7B	0	0	0	-0.0808854233868972	0.0345757843839743
ENSG00000131323	14	102777476	102911500	q32.32	TRAF3	0	0	0	0.146574783759588	0.000200836082007621
ENSG00000131375	3	15206152	15252918	p25.1	CAPN7	1	0	0	-0.0534105880266342	0.204813931187318
ENSG00000131381	3	15070073	15099163	p25.1	RBSN	0	1	0	-0.432730459041412	2.11012067824379e-25
ENSG00000131462	17	42609676	42615234	q21.2	TUBG1	0	0	0	0.563129261883185	6.80093333547899e-44
ENSG00000131467	17	42824385	42843758	q21.31	PSME3	1	0	0	0.163925348066195	4.99521518827071e-08
ENSG00000131469	17	42998273	43002959	q21.31	RPL27	1	0	0	-0.258232501652687	6.64502960455177e-12
ENSG00000131470	17	42572315	42577831	q21.2	PSMC3IP	0	0	0	0.207812729763613	2.86177049012559e-06
ENSG00000131475	17	42773436	42779599	q21.2	VPS25	1	0	0	0.413381516564034	1.86338775462605e-34
ENSG00000131495	5	140638740	140647785	q31.3	NDUFA2	1	0	0	0.419823912140928	8.5235064055402e-45
ENSG00000131591	1	1081818	1116361	p36.33	C1orf159	0	0	1	0.566537983674131	3.50386250407846e-48
ENSG00000131626	11	70270700	70385312	q13.3	PPFIA1	1	0	0	0.287681571978305	8.50318695574893e-06
ENSG00000131652	16	3024027	3027755	p13.3	THOC6	0	0	1	0.658621041806035	5.86437867976448e-75
ENSG00000131748	17	39637065	39663484	q12	STARD3	1	0	0	0.220953746779511	0.000491623874656545
ENSG00000131791	1	147155106	147172550	q21.1	PRKAB2	0	0	0	-0.397483608438227	3.86729144148587e-13
ENSG00000131845	19	57351307	57359898	q13.43	ZNF304	0	1	1	-0.075404575312932	0.0630935171738893
ENSG00000131899	17	18225587	18244875	p11.2	LLGL1	0	0	0	-0.313732999306105	4.91365275598652e-17
ENSG00000131931	8	42836674	42843325	p11.21	THAP1	0	1	0	-0.0635897896015809	0.203360051013452
ENSG00000131943	19	29698886	29715789	q12	C19orf12	0	0	0	-1.20618627767979	6.3049542097809e-110
ENSG00000131966	14	58200080	58235636	q23.1	ACTR10	1	0	0	0.0214689124212807	0.515617146949587
ENSG00000132153	3	47802909	47850195	p21.31	DHX30	1	0	0	0.381709226953328	1.96219744571804e-50
ENSG00000132155	3	12583601	12664226	p25.2	RAF1	1	0	0	0.0895427989787214	0.0120151193480142
ENSG00000132254	11	6474683	6481479	p15.4	ARFIP2	1	0	0	0.712562709764887	1.31520106368383e-55
ENSG00000132275	11	6595075	6603620	p15.4	RRP8	1	0	0	-0.122074944601918	0.000733352297282806
ENSG00000132286	11	6481447	6484679	p15.4	TIMM10B	1	0	0	-0.0886175214012297	0.0198235585691781
ENSG00000132341	12	130871879	130877678	q24.33	RAN	1	0	1	0.106383487758075	0.00011229569386232
ENSG00000132361	17	2689386	2712663	p13.3	CLUH	0	0	1	-0.337224254536039	1.50619317769766e-16
ENSG00000132376	17	1494571	1516888	p13.3	INPP5K	1	0	1	-0.578103749137119	7.1584806497949e-43
ENSG00000132382	17	4538897	4555631	p13.2	MYBBP1A	1	0	0	-0.377931188203064	4.54435060426361e-27
ENSG00000132383	17	1829702	1900082	p13.3	RPA1	0	0	1	-0.0464553230452472	0.172797637010839
ENSG00000132388	17	4269259	4366628	p13.2	UBE2G1	0	0	0	0.118793142335459	0.00117347237053222
ENSG00000132406	4	4235542	4248212	p16.3	TMEM128	1	0	1	-0.0603365951306319	0.131714119759038
ENSG00000132434	7	55365448	55433742	p11.2	LANCL2	0	0	0	0.00205867711641558	0.970441148943983
ENSG00000132436	7	50444128	50542535	p12.1	FIGNL1	0	0	0	0.0603645011714408	0.182767875460186
ENSG00000132471	17	75845699	75856507	q25.1	WBP2	1	0	0	-0.291168310241066	8.96400805186563e-14
ENSG00000132478	17	75784771	75825799	q25.1	UNK	0	0	0	0.0496033635966216	0.14502531977831
ENSG00000132485	1	71063291	71081297	p31.1	ZRANB2	1	0	0	-0.522358092725196	4.5121233325338e-57
ENSG00000132507	17	7306999	7312463	p13.1	EIF5A	1	0	0	0.243055171306406	1.75859770400097e-16
ENSG00000132510	17	7839904	7854796	p13.1	KDM6B	0	0	0	-0.451257852750931	7.07676863442973e-37
ENSG00000132514	17	7074537	7080307	p13.1	CLEC10A	0	0	0	-2.12380025393135	4.54297231436772e-84
ENSG00000132581	17	28648356	28662189	q11.2	SDF2	1	0	0	0.357922086391226	1.98791965963204e-21
ENSG00000132589	17	28879335	28897679	q11.2	FLOT2	1	0	0	-0.196924246419074	2.21461836344625e-05
ENSG00000132591	17	28854938	28861067	q11.2	ERAL1	1	0	0	0.207080754948686	2.18084454863045e-07
ENSG00000132600	16	68310974	68358563	q22.1	PRMT7	1	0	0	0.0989194021095904	0.000830047333865851
ENSG00000132603	16	69337996	69343111	q22.1	NIP7	1	0	0	-0.491893892201478	7.74507476478979e-58
ENSG00000132604	16	69355561	69408571	q22.1	TERF2	1	1	0	-0.214884099290187	1.98035684476877e-13
ENSG00000132612	16	69311356	69326939	q22.1	VPS4A	1	0	0	-0.504881552467131	3.37979970098823e-73
ENSG00000132635	20	2835314	2841190	p13	PCED1A	0	0	1	0.0675714530805133	0.0818826397867733
ENSG00000132646	20	5114953	5126626	p12.3	PCNA	1	0	0	0.657568941479434	2.96555490608079e-44
ENSG00000132661	20	23350736	23354777	p11.21	NXT1	1	0	0	0.101755181831481	0.00435297621603026
ENSG00000132664	20	18467127	18484643	p11.23	POLR3F	0	0	0	-0.136702575687076	0.00155606655756871
ENSG00000132670	20	2864184	3039076	p13	PTPRA	0	0	1	0.345973220669825	1.07534810239915e-21
ENSG00000132676	1	155687960	155739010	q22	DAP3	1	0	0	0.864321558625107	1.41097579515209e-130
ENSG00000132698	1	156061160	156070514	q22	RAB25	0	0	0	1.90400214051452	2.71078561809857e-156
ENSG00000132740	11	68903842	68940602	q13.3	IGHMBP2	0	0	0	0.0896971036755725	0.0718737706809148
ENSG00000132879	1	11654375	11663327	p36.22	FBXO44	0	0	0	-0.129475980659411	0.00140943615725768
ENSG00000132912	5	150708440	150759109	q33.1	DCTN4	1	0	0	0.457549239904224	6.5520533501015e-39
ENSG00000132950	13	19823482	19863636	q12.11	ZMYM5	0	0	0	-0.135506721819585	0.00693362790438647
ENSG00000132953	13	20777329	20903048	q12.11	XPO4	0	0	0	0.110041420136577	0.00589236040270674
ENSG00000132963	13	28659104	28678925	q12.3	POMP	1	0	0	0.295130574501151	2.12387631791656e-12
ENSG00000133027	17	17505563	17591708	p11.2	PEMT	0	0	0	-0.672362959393103	2.79375219549974e-38
ENSG00000133028	17	10672474	10698375	p13.1	SCO1	1	0	0	-0.21185158862389	1.4686934596197e-08
ENSG00000133030	17	17042545	17217679	p11.2	MPRIP	0	0	0	-0.599076923798007	2.21489009867241e-73
ENSG00000133103	13	39655627	39791665	q14.11	COG6	0	0	0	0.260455259832725	1.98639700681522e-11
ENSG00000133106	13	42886388	42992271	q14.11	EPSTI1	0	0	0	0.837965456095193	1.02787276171651e-42
ENSG00000133114	13	44989529	45037669	q14.12	GPALPP1	0	0	0	-0.0505119651356343	0.22513587574702
ENSG00000133119	13	33818049	33966558	q13.2	RFC3	0	0	0	0.610298930238252	7.22695930845026e-32
ENSG00000133134	X	103309346	103311046	q22.2	BEX2	0	0	0	-0.679773542875897	1.50720015329184e-08
ENSG00000133142	X	103576231	103587736	q22.2	TCEAL4	0	0	0	0.776559532727771	4.97422922012458e-30
ENSG00000133195	17	72645949	73092712	q25.1	SLC39A11	0	0	0	1.48801421958681	1.18774470729249e-106
ENSG00000133226	1	24631716	24673267	p36.11	SRRM1	1	0	0	-0.180443503805149	1.10603927952203e-09
ENSG00000133243	19	1985438	2034881	p13.3	BTBD2	1	0	1	0.168851434685257	1.16246303707076e-06
ENSG00000133250	19	8509678	8514164	p13.2	ZNF414	1	1	0	-0.0820829126094861	0.00943649394834982
ENSG00000133265	19	55262231	55280381	q13.42	HSPBP1	1	0	0	0.5603303357196	5.99645254703418e-57
ENSG00000133275	19	1941149	1981338	p13.3	CSNK1G2	0	0	1	0.201563934249133	8.35922827960746e-13
ENSG00000133313	18	74495816	74523454	q22.3	CNDP2	0	0	0	0.414583308508459	6.10549502802132e-21
ENSG00000133316	11	62832342	62841809	q12.3	WDR74	1	0	0	-0.0886791012516056	0.0100799217375822
ENSG00000133318	11	63681446	63759891	q13.1	RTN3	0	0	0	-0.215158587409354	1.54101531408627e-05
ENSG00000133393	16	15865720	15888625	p13.11	FOPNL	1	0	0	0.207477221937296	2.39239578013105e-08
ENSG00000133422	22	30925130	30968298	q12.2	MORC2	1	0	0	0.340290496417137	9.65820219759614e-21
ENSG00000133574	7	150567277	150573955	q36.1	GIMAP4	0	0	0	-1.22173043637701	3.60267516740955e-189
ENSG00000133597	7	140673153	140696261	q34	ADCK2	1	0	0	0.549754288324765	2.46471624883459e-61
ENSG00000133606	7	140453040	140479569	q34	MKRN1	0	0	0	0.2031578234994	8.01258214703738e-13
ENSG00000133872	8	30063012	30083208	p12	SARAF	0	0	0	-0.219020238748134	1.78492960299025e-05
ENSG00000133884	11	65333754	65353249	q13.1	DPF2	0	0	0	0.0308221331430443	0.33945002851458
ENSG00000133895	11	64803510	64811294	q13.1	MEN1	1	0	0	0.255793449941664	2.78583902455781e-14
ENSG00000133935	14	75649791	75661189	q24.3	ERG28	0	0	0	0.292930757337772	6.21854656135512e-15
ENSG00000133961	14	73275107	73458617	q24.3	NUMB	0	0	0	0.0390030101169643	0.205950980347244
ENSG00000133983	14	70325081	70359731	q24.2	COX16	1	0	0	0.581209544004547	6.54957809595534e-49
ENSG00000133997	14	70581257	70600690	q24.2	MED6	1	0	0	-0.00890949209093137	0.800480594362754
ENSG00000134001	14	67359997	67386516	q23.3	EIF2S1	1	0	0	0.00818861991772544	0.807664067500761
ENSG00000134014	8	28089673	28191156	p21.1	ELP3	1	0	0	0.266223918618945	3.66985288276132e-07
ENSG00000134046	18	54151601	54224788	q21.2	MBD2	1	1	0	-0.0558871498862601	0.230204277680193
ENSG00000134049	18	47152834	47176374	q21.1	IER3IP1	1	0	0	0.706654917096068	9.34454626520431e-51
ENSG00000134056	5	69217760	69230129	q13.2	MRPS36	0	0	0	0.0379779644983944	0.307781451144674
ENSG00000134057	5	69167010	69178245	q13.2	CCNB1	0	0	0	1.52708876283595	4.52136813926862e-179
ENSG00000134058	5	69234795	69277430	q13.2	CDK7	0	0	0	0.872831197707967	8.1992730352373e-88
ENSG00000134108	3	5122220	5180912	p26.1	ARL8B	1	0	0	0.442268886817941	1.74656549942983e-26
ENSG00000134109	3	5187646	5219957	p26.1	EDEM1	0	0	0	0.466935851885605	2.89396895384719e-23
ENSG00000134152	15	34140674	34210096	q14	KATNBL1	0	0	0	-0.133712497627847	0.00123570467845686
ENSG00000134153	15	34084017	34101948	q14	EMC7	1	0	0	0.0994260601553558	0.00346044143162113
ENSG00000134186	1	108692323	108701803	p13.3	PRPF38B	0	0	0	-0.182362278161745	1.03893663558261e-07
ENSG00000134248	1	110401249	110407942	p13.3	LAMTOR5	1	0	0	0.161885001527515	2.60426676015497e-06
ENSG00000134255	1	111139627	111185102	p13.3	CEPT1	0	0	0	-0.0349783513344933	0.392092318460003
ENSG00000134262	1	113894748	113905201	p13.2	AP4B1	1	0	0	-0.262917188484029	1.17121322839026e-11
ENSG00000134265	18	10525905	10552761	p11.22	NAPG	0	0	0	0.141797263945128	0.0018709496407404
ENSG00000134278	18	12446512	12658134	p11.21	SPIRE1	0	0	0	0.329289300836293	9.42893963454245e-07
ENSG00000134287	12	48935723	48957551	q13.12	ARF3	0	0	0	0.543141160137314	3.16156568158443e-66
ENSG00000134321	2	6865806	6898239	p25.2	RSAD2	0	0	0	0.888616945875557	6.62801156676656e-30
ENSG00000134326	2	6840570	6866635	p25.2	CMPK2	0	0	0	0.499043199022885	3.9767750250021e-16
ENSG00000134371	1	193121800	193254815	q31.2	CDC73	0	0	0	0.693394559233526	3.69328617591762e-82
ENSG00000134419	16	18781295	18790383	p12.3	RPS15A	0	0	0	-0.301729389670724	9.91974792390837e-20
ENSG00000134440	18	57600656	57622213	q21.31	NARS	1	0	0	0.193368750373932	2.13808735214604e-06
ENSG00000134444	18	62187255	62310217	q21.33	RELCH	0	0	0	0.478441068188653	3.19846065510166e-25
ENSG00000134452	10	5890203	5937594	p15.1	FBH1	0	0	0	-0.0604860824007104	0.0538894410487942
ENSG00000134453	10	6088987	6117457	p15.1	RBM17	1	0	0	-0.204219899638631	4.47573826798512e-08
ENSG00000134490	18	23197144	23437961	q11.2	TMEM241	0	0	0	1.16983499024721	1.52948037491853e-93
ENSG00000134508	18	23134564	23260467	q11.2	CABLES1	0	0	0	0.0781989512799218	0.195143218381735
ENSG00000134575	11	47239302	47248906	p11.2	ACP2	0	0	0	0.283437365229167	2.89163791875143e-11
ENSG00000134597	X	130401969	130413343	q26.1	RBMX2	0	0	0	-0.051447106521012	0.158440367625498
ENSG00000134690	1	37692418	37709719	p34.3	CDCA8	0	0	0	1.3177433249355	2.52444880719465e-177
ENSG00000134697	1	37566816	37595935	p34.3	GNL2	1	0	0	0.176122340191739	3.2061291505037e-07
ENSG00000134717	1	52056125	52090716	p32.3	BTF3L4	0	0	0	0.218594138429842	4.13579148418281e-11
ENSG00000134748	1	52404564	52420839	p32.3	PRPF38A	0	0	0	-0.350263972447308	7.70593267384593e-29
ENSG00000134758	18	32091855	32131561	q12.1	RNF138	0	0	0	-0.119360367113604	0.00849587450730653
ENSG00000134759	18	36129444	36180556	q12.2	ELP2	1	0	0	0.961945660714786	3.83427323821784e-37
ENSG00000134779	18	36777647	36829216	q12.2	TPGS2	0	0	0	-0.0773396350604701	0.0969091275467655
ENSG00000134817	11	57233577	57237314	q12.1	APLNR	0	0	0	-0.573913727088467	2.66469165137e-26
ENSG00000134871	13	110305812	110513209	q34	COL4A2	0	0	1	-0.0642258351189132	0.13017966270972
ENSG00000134882	13	99200774	99386434	q32.3	UBAC2	1	0	0	0.61152913929798	1.39665716914776e-44
ENSG00000134884	13	106541673	106568164	q33.3	ARGLU1	0	0	0	-0.659377046234256	1.84377081966704e-40
ENSG00000134899	13	102807146	102876001	q33.1	ERCC5	1	0	0	-0.000741706284802118	0.985655688643478
ENSG00000134900	13	102597003	102679958	q33.1	TPP2	1	0	0	0.156908326652203	0.00019976102616738
ENSG00000134901	13	102784281	102799007	q33.1	KDELC1	0	0	0	0.0878927303120811	0.115818952406445
ENSG00000134905	13	110641412	110713603	q34	CARS2	1	0	1	0.305176106828762	4.47382598860272e-12
ENSG00000134909	11	128965060	129279324	q24.3	ARHGAP32	0	0	0	1.55589460691527	7.90325110989529e-87
ENSG00000134910	11	125591712	125625215	q24.2	STT3A	1	0	0	0.268199034184965	2.21366195581557e-11
ENSG00000134970	5	115613508	115632992	q22.3	TMED7	1	0	0	0.509607839415359	8.53651156445769e-36
ENSG00000134996	9	75088543	75147265	q21.13	OSTF1	0	0	0	0.165000252453695	2.05590009199823e-06
ENSG00000135070	9	86264546	86283102	q21.33	ISCA1	0	0	0	-0.391635948962905	5.13248953610586e-30
ENSG00000135093	12	109023089	109088026	q24.11	USP30	0	0	0	-0.0799062709832674	0.0383458995014049
ENSG00000135108	12	117141988	117190531	q24.22	FBXO21	0	0	0	0.206456745684948	4.93266813681992e-09
ENSG00000135114	12	121019111	121039242	q24.31	OASL	0	0	0	1.01133787400011	7.07987019969496e-55
ENSG00000135218	7	80369575	80679277	q21.11	CD36	0	0	0	-4.13128723413313	1.07741436034094e-130
ENSG00000135241	7	108470422	108569666	q31.1	PNPLA8	1	0	0	0.0994633048008848	0.0022256560260801
ENSG00000135249	7	105532085	105567677	q22.3	RINT1	1	0	0	0.224145910203074	1.6933635168806e-10
ENSG00000135250	7	105110704	105399308	q22.3	SRPK2	0	0	0	0.857947499114024	6.41987468645128e-94
ENSG00000135297	6	73461578	73509236	q13	MTO1	1	0	0	-0.0965184043452401	0.0154423584336212
ENSG00000135315	6	84124241	84227635	q14.3	CEP162	0	0	0	0.0696560996652497	0.0610359235084226
ENSG00000135316	6	85607785	85643792	q14.3	SYNCRIP	1	0	0	-0.209757835084288	1.5852021962653e-11
ENSG00000135317	6	85505496	85594156	q14.3	SNX14	0	0	0	0.60859691378413	1.32592709629003e-43
ENSG00000135336	6	87590067	87667453	q15	ORC3	0	0	0	0.192938781282045	2.79421429003226e-06
ENSG00000135341	6	90513573	90587045	q15	MAP3K7	1	0	0	0.0806964888982318	0.0536333641747036
ENSG00000135365	11	45929323	46121178	p11.2	PHF21A	0	1	0	0.229408798261341	1.43618463165658e-11
ENSG00000135372	11	34105602	34147670	p13	NAT10	1	0	0	0.47263545074524	5.35074354694948e-31
ENSG00000135387	11	34051683	34101156	p13	CAPRIN1	1	0	0	0.533240801636018	6.34770742300649e-37
ENSG00000135426	12	54948018	54984746	q13.2	TESPA1	0	0	0	0.0838344079890578	0.137030159023074
ENSG00000135451	12	49323236	49331731	q13.12	TROAP	0	0	0	1.86403714935842	1.23833171023948e-195
ENSG00000135476	12	53268299	53293643	q13.13	ESPL1	0	0	0	1.30996890124304	3.10958052690744e-137
ENSG00000135521	6	143843344	143863812	q24.2	LTV1	1	0	0	-0.36896386102211	3.24425374246101e-19
ENSG00000135535	6	109366514	109382812	q21	CD164	1	0	0	-0.21786783961533	0.000320486864577399
ENSG00000135537	6	108294894	108526796	q21	AFG1L	0	0	0	0.322155258544761	1.28498503498063e-09
ENSG00000135587	6	109440763	109443919	q21	SMPD2	0	0	0	0.278581099272958	6.73536528790788e-10
ENSG00000135597	6	138903493	138988261	q24.1	REPS1	1	0	0	0.226408234286018	5.82122671661347e-07
ENSG00000135624	2	73233420	73253021	p13.2	CCT7	1	0	0	0.112634433249444	8.67377541043176e-06
ENSG00000135631	2	73073382	73156721	p13.2	RAB11FIP5	0	0	0	0.269015382055835	6.85105396733792e-15
ENSG00000135679	12	68808176	68850686	q15	MDM2	0	0	0	0.376993996316715	8.76512061310702e-11
ENSG00000135686	16	84648525	84667686	q24.1	KLHL36	1	0	0	-1.08840282870203	1.1578252463066e-119
ENSG00000135723	16	67229387	67247658	q22.1	FHOD1	0	0	0	-0.202410684720166	7.34895697972271e-08
ENSG00000135740	16	67237683	67272190	q22.1	SLC9A5	0	0	0	-0.38544989474063	4.61250800678225e-09
ENSG00000135763	1	229626234	229660199	q42.13	URB2	0	0	0	0.4187711786466	1.06160871750483e-24
ENSG00000135801	1	229593111	229626047	q42.13	TAF5L	1	0	0	0.266348489872447	8.90999998792966e-15
ENSG00000135870	1	173931214	174022297	q25.1	RC3H1	0	0	0	0.0781967581183785	0.0195038855829019
ENSG00000135899	2	230167293	230225729	q37.1	SP110	0	1	0	0.333651235749784	4.92653762878304e-09
ENSG00000135924	2	219279267	219286900	q35	DNAJB2	0	0	0	0.153323747466892	5.46396850811264e-05
ENSG00000135940	2	97646040	97648383	q11.2	COX5B	1	0	0	0.137335367252381	0.0011399686675559
ENSG00000136045	12	107685732	107713167	q23.3	PWP1	1	0	0	-0.111421286077139	0.000239068679329034
ENSG00000136100	13	52412602	52450628	q14.3	VPS36	1	0	0	-0.562193462229084	2.13916354533818e-38
ENSG00000136104	13	50909678	51024120	q14.3	RNASEH2B	0	0	0	0.253650769347356	1.35019145735023e-08
ENSG00000136122	13	72727749	72756198	q21.33	BORA	0	0	0	0.275249291361698	3.86694504945512e-11
ENSG00000136143	13	47745736	48037968	q14.2	SUCLA2	1	0	0	-0.426606204356494	2.32390546994734e-27
ENSG00000136146	13	48053323	48095131	q14.2	MED4	1	0	0	-0.0559054502913201	0.094522585448801
ENSG00000136147	13	49495610	49528987	q14.2	PHF11	0	0	0	0.105233458251246	0.0122554611904491
ENSG00000136152	13	45464898	45536630	q14.13	COG3	1	0	0	0.130444024948555	0.00111633468875081
ENSG00000136159	13	48037567	48047222	q14.2	NUDT15	1	0	0	-0.633081900048446	2.51333424690961e-37
ENSG00000136193	7	29920103	29990289	p14.3	SCRN1	0	0	0	-0.0464412251186929	0.627111389586172
ENSG00000136238	7	6374523	6403977	p22.1	RAC1	0	0	0	-0.0498697441935706	0.102447822319301
ENSG00000136240	7	6445953	6484242	p22.1	KDELR2	0	0	0	0.416492574827977	1.53448143188064e-33
ENSG00000136243	7	23181827	23201011	p15.3	NUPL2	1	0	0	0.0328442151176399	0.472149332894842
ENSG00000136261	7	16646131	16706523	p21.1	BZW2	0	0	0	0.952843095161009	1.09879330036798e-45
ENSG00000136270	7	45100100	45112047	p13	TBRG4	1	0	0	0.167760284371268	5.20604967944717e-08
ENSG00000136271	7	44565417	44575051	p13	DDX56	1	0	0	0.209340202187801	3.75768984960197e-11
ENSG00000136319	14	20256558	20305994	q11.2	TTC5	0	0	0	0.142915243634833	0.000670003294088676
ENSG00000136367	14	23520855	23556192	q11.2	ZFHX2	0	1	0	0.538161250112409	1.07724704215119e-18
ENSG00000136381	15	78437431	78501456	q25.1	IREB2	1	0	0	-0.273784767260441	1.77238039806282e-16
ENSG00000136436	17	48830988	48866522	q21.32	CALCOCO2	1	0	0	-0.223726259760593	1.84450413836072e-05
ENSG00000136444	17	50478800	50485975	q21.33	RSAD1	1	0	0	0.0382703562781359	0.385994728736406
ENSG00000136448	17	45051610	45109016	q21.31	NMT1	1	0	0	-0.239347076805312	8.51369512671079e-18
ENSG00000136451	17	57971547	57988259	q22	VEZF1	0	1	0	-0.0197743974534326	0.59212470920517
ENSG00000136463	17	63600872	63608365	q23.3	TACO1	1	0	0	0.209747998446447	3.78452200291846e-09
ENSG00000136485	17	63550461	63594266	q23.3	DCAF7	1	0	0	0.451005105565966	6.53356302468499e-28
ENSG00000136492	17	61681266	61863521	q23.2	BRIP1	0	0	0	1.60012314105374	1.41056336955899e-98
ENSG00000136504	17	49788555	49835030	q21.33	KAT7	0	1	0	0.158244736270398	0.0022944292020611
ENSG00000136518	3	179562880	179588408	q26.33	ACTL6A	0	0	0	0.669681325432269	3.52130058437748e-50
ENSG00000136521	3	179604690	179627647	q26.33	NDUFB5	1	0	0	-0.0598619067034807	0.0946273214561743
ENSG00000136522	3	179588285	179604654	q26.33	MRPL47	1	0	0	0.617816714996457	2.33631509136811e-51
ENSG00000136699	2	130151392	130182750	q21.1	SMPD4	1	0	0	0.348817663408933	1.8496225471154e-26
ENSG00000136738	10	17644125	17715914	p12.33	STAM	1	0	0	0.364419475953057	3.60409091153369e-22
ENSG00000136754	10	26746593	26861087	p12.1	ABI1	1	0	0	0.27474174883987	4.46707060706461e-14
ENSG00000136758	10	27110112	27155266	p12.1	YME1L1	1	0	0	0.35545599014607	5.14248921574988e-15
ENSG00000136813	9	111360692	111484745	q31.3	ECPAS	0	0	0	0.122366075063984	0.000348409935494529
ENSG00000136819	9	129827290	129835863	q34.11	C9orf78	1	0	0	-0.0217985991475016	0.41344117449748
ENSG00000136827	9	129812944	129824134	q34.11	TOR1A	1	0	0	0.055832452585367	0.0349220072275173
ENSG00000136868	9	113221562	113264492	q32	SLC31A1	0	0	0	0.21903056385087	7.65557906477867e-08
ENSG00000136878	9	129834698	129881838	q34.11	USP20	0	0	0	0.131523987907864	9.21462823341093e-07
